transaction_id,date,n_items,items
T01972,2025-01-15,2,"Rice, Tomatoes"
T01973,2025-04-12,5,"Bananas, Cereal, Cheese, Milk, Tomatoes"
T01974,2025-01-19,2,"Beer, Diapers"
T01975,2025-02-25,2,"Bread, Butter"
T01976,2025-02-11,1,Eggs
T01977,2025-01-31,3,"Bread, Butter, Jam"
T01978,2025-04-28,4,"Baby Wipes, Cereal, Diapers, Milk"
T01979,2025-03-07,1,Milk
T01980,2025-02-20,2,"Beer, Rice"
T01981,2025-02-12,2,"Coffee, Milk"
T01982,2025-02-07,1,Wine
T01983,2025-05-23,5,"Bananas, Chicken Breast, Coffee, Rice, Sugar"
T01984,2025-04-15,1,Cereal
T01985,2025-05-27,6,"Bananas, Cereal, Chicken Breast, Lettuce, Milk, Rice"
T01986,2025-05-17,3,"Bananas, Cereal, Milk"
T01987,2025-04-04,2,"Soda, Yogurt"
T01988,2025-04-05,5,"Baby Wipes, Chicken Breast, Diapers, Lettuce, Rice"
T01989,2025-02-21,2,"Cereal, Milk"
T01990,2025-06-02,4,"Baby Wipes, Cheese, Diapers, Eggs"
T01991,2025-05-27,1,Rice
T01992,2025-01-23,5,"Baby Wipes, Diapers, Parmesan, Pasta, Tomato Sauce"
T01993,2025-02-04,1,Lettuce
T01994,2025-04-09,2,"Apples, Diapers"
T01995,2025-05-30,1,Pasta
T01996,2025-01-15,3,"Cheese, Wine, Yogurt"
T01997,2025-06-25,2,"Soda, Yogurt"
T01998,2025-01-31,1,Tomatoes
T01999,2025-05-23,2,"Pasta, Tomato Sauce"
T02000,2025-05-10,2,"Chicken Breast, Rice"
T02001,2025-06-14,4,"Bread, Cheese, Soda, Wine"
T02002,2025-04-30,2,"Apples, Chicken Breast"
T02003,2025-02-09,3,"Eggs, Tomatoes, Yogurt"
T02004,2025-01-12,2,"Coffee, Sugar"
T02005,2025-04-29,4,"Bananas, Beer, Chips, Salsa"
T02006,2025-05-16,2,"Eggs, Yogurt"
T02007,2025-02-20,3,"Chips, Salsa, Soda"
T02008,2025-02-17,3,"Cereal, Milk, Yogurt"
T02009,2025-02-24,5,"Coffee, Milk, Pasta, Rice, Tomato Sauce"
T02010,2025-02-26,3,"Cereal, Coffee, Milk"
T02011,2025-01-12,3,"Beer, Diapers, Yogurt"
T02012,2025-01-26,2,"Bananas, Milk"
T02013,2025-05-22,1,Tomatoes
T02014,2025-02-16,2,"Wine, Yogurt"
T02015,2025-02-21,3,"Chicken Breast, Lettuce, Rice"
T02016,2025-02-11,4,"Bananas, Bread, Jam, Soda"
T02017,2025-06-20,6,"Chips, Parmesan, Pasta, Rice, Tomato Sauce, Wine"
T02018,2025-03-04,1,Bananas
T02019,2025-06-25,3,"Bananas, Chicken Breast, Lettuce"
T02020,2025-02-01,4,"Cheese, Coffee, Parmesan, Sugar"
T02021,2025-04-13,1,Yogurt
T02022,2025-03-22,2,"Milk, Yogurt"
T02023,2025-02-14,4,"Chips, Eggs, Rice, Salsa"
T02024,2025-05-26,5,"Baby Wipes, Beer, Diapers, Eggs, Lettuce"
T02025,2025-02-05,4,"Garlic, Parmesan, Pasta, Tomato Sauce"
T02026,2025-03-20,2,"Beer, Chips"
T02027,2025-05-17,5,"Baby Wipes, Beer, Diapers, Sugar, Tea"
T02028,2025-04-23,2,"Bread, Tea"
T02029,2025-02-23,5,"Apples, Beer, Chips, Lettuce, Salsa"
T02030,2025-06-13,4,"Bananas, Cereal, Jam, Milk"
T02031,2025-03-11,4,"Apples, Ground Beef, Lettuce, Tea"
T02032,2025-04-22,1,Apples
T02033,2025-03-21,6,"Beer, Chips, Eggs, Parmesan, Salsa, Wine"
T02034,2025-04-09,6,"Baby Wipes, Garlic, Lettuce, Parmesan, Pasta, Wine"
T02035,2025-04-05,2,"Pasta, Tomato Sauce"
T02036,2025-03-22,2,"Soda, Tomatoes"
T02037,2025-03-31,6,"Bananas, Cereal, Cheese, Milk, Rice, Wine"
T02038,2025-04-12,3,"Lettuce, Rice, Soda"
T02039,2025-03-12,4,"Apples, Bananas, Cereal, Milk"
T02040,2025-02-13,1,Milk
T02041,2025-02-02,2,"Beer, Yogurt"
T02042,2025-03-11,3,"Parmesan, Pasta, Tomato Sauce"
T02043,2025-05-03,2,"Cheese, Yogurt"
T02044,2025-03-15,5,"Bread, Cheese, Chips, Salsa, Wine"
T02045,2025-02-07,4,"Bananas, Cereal, Lettuce, Milk"
T02046,2025-04-29,1,Diapers
T02047,2025-05-30,1,Yogurt
T02048,2025-04-21,4,"Beer, Eggs, Lettuce, Salsa"
T02049,2025-01-22,1,Tomatoes
T02050,2025-02-22,3,"Parmesan, Pasta, Tomato Sauce"
T02051,2025-03-16,3,"Cheese, Parmesan, Wine"
T02052,2025-06-27,3,"Beer, Diapers, Tomatoes"
T02053,2025-02-06,3,"Chicken Breast, Diapers, Rice"
T02054,2025-04-30,1,Milk
T02055,2025-01-15,1,Tomatoes
T02056,2025-01-13,1,Tomatoes
T02057,2025-04-11,1,Tea
T02058,2025-02-20,1,Soda
T02059,2025-03-01,3,"Bread, Butter, Rice"
T02060,2025-04-15,1,Eggs
T02061,2025-04-20,5,"Bread, Chips, Milk, Salsa, Soda"
T02062,2025-01-21,6,"Bananas, Cereal, Garlic, Milk, Pasta, Tomatoes"
T02063,2025-01-05,3,"Garlic, Pasta, Tomato Sauce"
T02064,2025-03-08,2,"Tea, Tomatoes"
T02065,2025-05-07,2,"Chicken Breast, Rice"
T02066,2025-03-09,2,"Chips, Soda"
T02067,2025-05-01,2,"Cheese, Soda"
T02068,2025-06-03,1,Lettuce
T02069,2025-04-11,3,"Apples, Chicken Breast, Coffee"
T02070,2025-01-20,4,"Bananas, Coffee, Onions, Sugar"
T02071,2025-05-22,2,"Rice, Yogurt"
T02072,2025-04-27,3,"Apples, Milk, Yogurt"
T02073,2025-05-31,5,"Chicken Breast, Chips, Rice, Salsa, Soda"
T02074,2025-02-26,5,"Cheese, Garlic, Pasta, Rice, Tomato Sauce"
T02075,2025-02-19,6,"Beer, Bread, Butter, Chips, Salsa, Tomatoes"
T02076,2025-02-12,2,"Chips, Soda"
T02077,2025-03-22,1,Tea
T02078,2025-06-12,4,"Cheese, Parmesan, Pasta, Tomato Sauce"
T02079,2025-01-05,3,"Baby Wipes, Beer, Diapers"
T02080,2025-02-10,2,"Apples, Pasta"
T02081,2025-04-16,2,"Coffee, Milk"
T02082,2025-03-04,2,"Coffee, Milk"
T02083,2025-02-16,2,"Baby Wipes, Diapers"
T02084,2025-03-28,2,"Beer, Salsa"
T02085,2025-05-27,6,"Cereal, Jam, Milk, Parmesan, Pasta, Tomato Sauce"
T02086,2025-04-22,2,"Tomatoes, Yogurt"
T02087,2025-05-30,2,"Cheese, Chips"
T02088,2025-03-20,3,"Bread, Jam, Milk"
T02089,2025-03-22,3,"Baby Wipes, Diapers, Rice"
T02090,2025-02-03,3,"Parmesan, Pasta, Tomato Sauce"
T02091,2025-06-26,2,"Apples, Sugar"
T02092,2025-01-29,1,Yogurt
T02093,2025-05-26,2,"Bananas, Eggs"
T02094,2025-04-15,2,"Chicken Breast, Rice"
T02095,2025-05-21,2,"Baby Wipes, Cereal"
T02096,2025-01-16,2,"Beer, Parmesan"
T02097,2025-03-24,3,"Cheese, Pasta, Tomato Sauce"
T02098,2025-04-17,4,"Parmesan, Pasta, Rice, Tomato Sauce"
T02099,2025-03-04,3,"Beer, Pasta, Tomatoes"
T02100,2025-03-28,4,"Baby Wipes, Chips, Diapers, Tomatoes"
T02101,2025-02-09,3,"Beer, Pasta, Tomato Sauce"
T02102,2025-06-03,2,"Eggs, Soda"
T02103,2025-06-29,1,Yogurt
T02104,2025-01-12,2,"Chips, Soda"
T02105,2025-06-17,3,"Cereal, Eggs, Milk"
T02106,2025-01-29,1,Lettuce
T02107,2025-06-14,1,Apples
T02108,2025-06-22,2,"Coffee, Milk"
T02109,2025-02-13,3,"Chips, Lettuce, Soda"
T02110,2025-02-11,2,"Cereal, Milk"
T02111,2025-03-18,5,"Bread, Butter, Lettuce, Sugar, Tea"
T02112,2025-05-22,2,"Apples, Tea"
T02113,2025-03-14,1,Eggs
T02114,2025-06-05,2,"Apples, Bananas"
T02115,2025-05-13,5,"Baby Wipes, Beer, Cheese, Diapers, Salsa"
T02116,2025-06-13,6,"Beer, Bread, Butter, Diapers, Jam, Onions"
T02117,2025-03-11,4,"Chicken Breast, Chips, Rice, Salsa"
T02118,2025-06-20,4,"Cereal, Chicken Breast, Milk, Tomatoes"
T02119,2025-03-02,2,"Cereal, Tea"
T02120,2025-04-10,3,"Baby Wipes, Bananas, Diapers"
T02121,2025-04-02,1,Bananas
T02122,2025-02-19,2,"Apples, Tomatoes"
T02123,2025-05-03,5,"Bananas, Bread, Butter, Milk, Soda"
T02124,2025-03-11,5,"Apples, Chicken Breast, Coffee, Lettuce, Rice"
T02125,2025-01-10,2,"Coffee, Sugar"
T02126,2025-03-22,6,"Garlic, Lettuce, Parmesan, Pasta, Rice, Tomato Sauce"
T02127,2025-03-19,2,"Cheese, Chips"
T02128,2025-03-01,5,"Bread, Butter, Cheese, Jam, Milk"
T02129,2025-01-01,4,"Baby Wipes, Coffee, Diapers, Milk"
T02130,2025-04-29,1,Wine
T02131,2025-03-30,2,"Cheese, Tomatoes"
T02132,2025-02-13,4,"Chips, Coffee, Soda, Sugar"
T02133,2025-01-14,4,"Chips, Milk, Salsa, Soda"
T02134,2025-04-02,2,"Apples, Tea"
T02135,2025-04-29,1,Lettuce
T02136,2025-05-27,3,"Chicken Breast, Pasta, Rice"
T02137,2025-02-19,3,"Beer, Cereal, Chips"
T02138,2025-02-16,1,Milk
T02139,2025-02-14,2,"Eggs, Tomatoes"
T02140,2025-02-20,1,Tomatoes
T02141,2025-01-17,1,Bananas
T02142,2025-03-25,2,"Beer, Cheese"
T02143,2025-05-25,7,"Cheese, Chips, Parmesan, Salsa, Soda, Wine, Yogurt"
T02144,2025-04-12,1,Rice
T02145,2025-06-11,3,"Cheese, Chicken Breast, Rice"
T02146,2025-06-02,3,"Cereal, Milk, Yogurt"
T02147,2025-01-22,3,"Cheese, Soda, Wine"
T02148,2025-05-13,1,Rice
T02149,2025-04-23,1,Chips
T02150,2025-03-31,3,"Coffee, Eggs, Soda"
T02151,2025-05-18,3,"Coffee, Eggs, Sugar"
T02152,2025-01-04,3,"Apples, Lettuce, Soda"
T02153,2025-03-10,4,"Beer, Cheese, Chips, Wine"
T02154,2025-05-09,3,"Coffee, Parmesan, Wine"
T02155,2025-01-21,1,Cheese
T02156,2025-01-06,2,"Lettuce, Rice"
T02157,2025-04-30,3,"Cheese, Chips, Salsa"
T02158,2025-01-23,2,"Cheese, Soda"
T02159,2025-01-04,4,"Beer, Cheese, Chips, Salsa"
T02160,2025-03-05,4,"Coffee, Sugar, Tomatoes, Yogurt"
T02161,2025-05-16,1,Tomatoes
T02162,2025-02-01,2,"Cheese, Eggs"
T02163,2025-02-22,1,Cheese
T02164,2025-05-16,2,"Beer, Diapers"
T02165,2025-06-03,3,"Bananas, Cereal, Milk"
T02166,2025-04-21,1,Apples
T02167,2025-06-16,2,"Beer, Diapers"
T02168,2025-01-30,2,"Apples, Diapers"
T02169,2025-05-11,4,"Pasta, Rice, Tomato Sauce, Yogurt"
T02170,2025-03-17,1,Eggs
T02171,2025-01-18,4,"Cheese, Eggs, Parmesan, Wine"
T02172,2025-05-18,6,"Apples, Cheese, Chicken Breast, Parmesan, Rice, Wine"
T02173,2025-02-04,3,"Bananas, Chicken Breast, Soda"
T02174,2025-02-24,4,"Cheese, Lettuce, Milk, Wine"
T02175,2025-01-01,3,"Pasta, Soda, Tomato Sauce"
T02176,2025-03-31,1,Cereal
T02177,2025-02-04,4,"Bananas, Milk, Sugar, Tea"
T02178,2025-01-28,3,"Chicken Breast, Milk, Rice"
T02179,2025-02-22,4,"Chips, Soda, Sugar, Tea"
T02180,2025-06-04,1,Bananas
T02181,2025-05-12,8,"Bread, Butter, Cheese, Jam, Milk, Parmesan, Sugar, Wine"
T02182,2025-02-04,3,"Chicken Breast, Lettuce, Rice"
T02183,2025-05-25,2,"Chicken Breast, Rice"
T02184,2025-05-04,2,"Apples, Bananas"
T02185,2025-03-12,3,"Bread, Butter, Tea"
T02186,2025-01-21,6,"Apples, Coffee, Milk, Parmesan, Pasta, Tomato Sauce"
T02187,2025-06-26,1,Milk
T02188,2025-04-13,2,"Pasta, Tomato Sauce"
T02189,2025-04-17,2,"Eggs, Lettuce"
T02190,2025-01-08,2,"Garlic, Tea"
T02191,2025-05-25,7,"Beer, Bread, Jam, Milk, Salsa, Sugar, Tea"
T02192,2025-01-07,3,"Cheese, Chicken Breast, Ground Beef"
T02193,2025-02-12,2,"Eggs, Yogurt"
T02194,2025-04-15,2,"Coffee, Lettuce"
T02195,2025-04-03,3,"Baby Wipes, Diapers, Salsa"
T02196,2025-06-20,3,"Chicken Breast, Lettuce, Rice"
T02197,2025-02-23,5,"Cheese, Chips, Salsa, Soda, Wine"
T02198,2025-03-11,6,"Chips, Lettuce, Milk, Salsa, Soda, Tomatoes"
T02199,2025-04-21,3,"Apples, Baby Wipes, Diapers"
T02200,2025-05-12,4,"Beer, Chips, Coffee, Onions"
T02201,2025-05-23,3,"Bananas, Lettuce, Milk"
T02202,2025-03-18,2,"Baby Wipes, Diapers"
T02203,2025-02-21,1,Coffee
T02204,2025-03-10,5,"Chicken Breast, Lettuce, Milk, Rice, Tea"
T02205,2025-01-17,5,"Beer, Coffee, Salsa, Sugar, Yogurt"
T02206,2025-04-14,2,"Bread, Lettuce"
T02207,2025-05-26,4,"Bananas, Chicken Breast, Lettuce, Rice"
T02208,2025-02-08,3,"Coffee, Sugar, Yogurt"
T02209,2025-04-28,2,"Milk, Rice"
T02210,2025-03-18,2,"Eggs, Tomatoes"
T02211,2025-01-11,1,Rice
T02212,2025-05-12,4,"Bananas, Cereal, Milk, Tomatoes"
T02213,2025-01-22,1,Rice
T02214,2025-03-08,1,Coffee
T02215,2025-02-18,5,"Bread, Butter, Eggs, Jam, Milk"
T02216,2025-05-29,7,"Baby Wipes, Cheese, Chicken Breast, Diapers, Eggs, Rice, Wine"
T02217,2025-06-02,6,"Apples, Bread, Coffee, Jam, Milk, Sugar"
T02218,2025-04-16,3,"Cereal, Jam, Milk"
T02219,2025-02-05,2,"Bananas, Cheese"
T02220,2025-06-10,1,Cheese
T02221,2025-06-20,5,"Baby Wipes, Bananas, Diapers, Milk, Sugar"
T02222,2025-04-28,1,Eggs
T02223,2025-02-14,1,Coffee
T02224,2025-01-23,2,"Bananas, Chicken Breast"
T02225,2025-02-27,7,"Apples, Baby Wipes, Chicken Breast, Diapers, Lettuce, Onions, Rice"
T02226,2025-03-02,1,Yogurt
T02227,2025-02-22,5,"Apples, Coffee, Milk, Sugar, Yogurt"
T02228,2025-01-26,3,"Coffee, Milk, Tea"
T02229,2025-06-28,4,"Coffee, Milk, Rice, Sugar"
T02230,2025-05-11,6,"Apples, Butter, Chicken Breast, Lettuce, Rice, Yogurt"
T02231,2025-05-09,5,"Apples, Cereal, Coffee, Milk, Sugar"
T02232,2025-02-09,5,"Bananas, Cheese, Coffee, Eggs, Milk"
T02233,2025-04-13,4,"Apples, Chicken Breast, Diapers, Lettuce"
T02234,2025-05-16,3,"Cereal, Coffee, Milk"
T02235,2025-05-09,2,"Eggs, Soda"
T02236,2025-01-06,9,"Baby Wipes, Bananas, Beer, Bread, Butter, Chicken Breast, Diapers, Jam, Milk"
T02237,2025-01-02,3,"Cereal, Milk, Yogurt"
T02238,2025-02-11,2,"Beer, Chips"
T02239,2025-01-13,4,"Chicken Breast, Lettuce, Rice, Yogurt"
T02240,2025-01-26,4,"Sugar, Tea, Tomatoes, Wine"
T02241,2025-04-01,2,"Milk, Rice"
T02242,2025-03-14,4,"Milk, Soda, Sugar, Tea"
T02243,2025-02-12,2,"Bread, Yogurt"
T02244,2025-02-05,2,"Milk, Rice"
T02245,2025-01-28,1,Tomatoes
T02246,2025-06-07,3,"Coffee, Milk, Sugar"
T02247,2025-05-04,1,Bananas
T02248,2025-02-28,2,"Parmesan, Wine"
T02249,2025-01-04,2,"Chips, Tomatoes"
T02250,2025-03-07,3,"Apples, Beer, Salsa"
T02251,2025-04-11,3,"Baby Wipes, Diapers, Rice"
T02252,2025-06-24,2,"Parmesan, Wine"
T02253,2025-06-28,3,"Coffee, Eggs, Sugar"
T02254,2025-01-02,3,"Bread, Butter, Jam"
T02255,2025-02-10,1,Beer
T02256,2025-05-28,1,Tomatoes
T02257,2025-02-26,1,Apples
T02258,2025-06-03,5,"Bread, Butter, Eggs, Jam, Milk"
T02259,2025-04-10,4,"Baby Wipes, Cereal, Diapers, Milk"
T02260,2025-03-12,6,"Chicken Breast, Coffee, Milk, Pasta, Rice, Wine"
T02261,2025-05-07,2,"Bananas, Salsa"
T02262,2025-05-10,3,"Chips, Salsa, Soda"
T02263,2025-02-11,4,"Apples, Baby Wipes, Beer, Diapers"
T02264,2025-04-29,1,Milk
T02265,2025-01-07,1,Milk
T02266,2025-04-03,1,Chicken Breast
T02267,2025-05-04,4,"Beer, Chips, Milk, Salsa"
T02268,2025-01-19,2,"Cheese, Soda"
T02269,2025-02-11,2,"Cheese, Chicken Breast"
T02270,2025-02-17,2,"Apples, Milk"
T02271,2025-04-25,3,"Beer, Chips, Diapers"
T02272,2025-05-02,3,"Coffee, Milk, Sugar"
T02273,2025-01-14,1,Bread
T02274,2025-03-01,1,Cheese
T02275,2025-03-08,2,"Bread, Cereal"
T02276,2025-03-25,3,"Cheese, Tea, Wine"
T02277,2025-06-02,6,"Baby Wipes, Cheese, Chips, Salsa, Soda, Yogurt"
T02278,2025-04-14,3,"Coffee, Milk, Tea"
T02279,2025-04-29,3,"Cheese, Wine, Yogurt"
T02280,2025-05-20,2,"Apples, Chips"
T02281,2025-01-09,1,Bananas
T02282,2025-01-03,2,"Pasta, Tomato Sauce"
T02283,2025-01-04,2,"Chicken Breast, Rice"
T02284,2025-01-07,4,"Bread, Milk, Rice, Tea"
T02285,2025-02-20,2,"Parmesan, Wine"
T02286,2025-01-29,6,"Chicken Breast, Garlic, Lettuce, Parmesan, Pasta, Tea"
T02287,2025-05-21,2,"Rice, Soda"
T02288,2025-02-10,4,"Parmesan, Pasta, Tomatoes, Yogurt"
T02289,2025-04-20,1,Wine
T02290,2025-04-27,4,"Apples, Bananas, Chips, Tomatoes"
T02291,2025-05-20,2,"Bread, Butter"
T02292,2025-05-20,1,Bananas
T02293,2025-02-13,2,"Pasta, Rice"
T02294,2025-01-09,1,Tomatoes
T02295,2025-02-27,5,"Cheese, Garlic, Parmesan, Pasta, Tomato Sauce"
T02296,2025-03-26,2,"Milk, Rice"
T02297,2025-03-14,2,"Milk, Parmesan"
T02298,2025-05-24,2,"Beer, Rice"
T02299,2025-04-11,5,"Cheese, Coffee, Lettuce, Sugar, Wine"
T02300,2025-01-24,2,"Apples, Lettuce"
T02301,2025-03-22,4,"Coffee, Milk, Rice, Sugar"
T02302,2025-02-10,2,"Bread, Butter"
T02303,2025-03-29,3,"Bananas, Lettuce, Parmesan"
T02304,2025-04-06,2,"Baby Wipes, Diapers"
T02305,2025-05-11,5,"Baby Wipes, Chicken Breast, Diapers, Lettuce, Rice"
T02306,2025-06-18,5,"Cheese, Chicken Breast, Lettuce, Rice, Tomatoes"
T02307,2025-03-23,2,"Beer, Salsa"
T02308,2025-01-13,3,"Onions, Tea, Yogurt"
T02309,2025-03-06,4,"Coffee, Eggs, Lettuce, Soda"
T02310,2025-02-16,3,"Apples, Bread, Milk"
T02311,2025-03-02,2,"Lettuce, Rice"
T02312,2025-06-08,4,"Cheese, Pasta, Sugar, Tea"
T02313,2025-05-19,1,Cheese
T02314,2025-05-03,3,"Pasta, Salsa, Tomato Sauce"
T02315,2025-06-13,6,"Baby Wipes, Chips, Diapers, Eggs, Salsa, Soda"
T02316,2025-03-18,1,Tomatoes
T02317,2025-03-06,6,"Bread, Eggs, Jam, Milk, Pasta, Tomato Sauce"
T02318,2025-04-13,1,Cheese
T02319,2025-05-29,3,"Beer, Butter, Chips"
T02320,2025-01-22,4,"Cereal, Chips, Salsa, Soda"
T02321,2025-06-27,3,"Bread, Jam, Parmesan"
T02322,2025-04-18,2,"Milk, Yogurt"
T02323,2025-02-25,6,"Bread, Butter, Chips, Jam, Salsa, Soda"
T02324,2025-04-16,2,"Baby Wipes, Rice"
T02325,2025-02-05,5,"Baby Wipes, Bananas, Chips, Diapers, Salsa"
T02326,2025-01-09,2,"Beer, Butter"
T02327,2025-01-18,2,"Cheese, Chips"
T02328,2025-05-07,4,"Beer, Cheese, Chips, Lettuce"
T02329,2025-01-20,5,"Cereal, Milk, Parmesan, Pasta, Tomato Sauce"
T02330,2025-05-18,2,"Cereal, Milk"
T02331,2025-04-30,1,Soda
T02332,2025-01-17,3,"Bread, Butter, Cheese"
T02333,2025-03-13,1,Lettuce
T02334,2025-01-09,4,"Bananas, Cereal, Milk, Yogurt"
T02335,2025-03-17,1,Soda
T02336,2025-03-12,1,Milk
T02337,2025-05-19,5,"Cheese, Chips, Salsa, Soda, Wine"
T02338,2025-06-18,1,Eggs
T02339,2025-06-05,4,"Coffee, Milk, Sugar, Tomatoes"
T02340,2025-04-27,3,"Baby Wipes, Diapers, Tomatoes"
T02341,2025-01-10,2,"Cereal, Milk"
T02342,2025-05-04,3,"Bananas, Beer, Bread"
T02343,2025-05-28,2,"Bread, Eggs"
T02344,2025-06-23,4,"Baby Wipes, Beer, Diapers, Milk"
T02345,2025-05-09,5,"Baby Wipes, Beer, Bread, Diapers, Jam"
T02346,2025-06-15,3,"Eggs, Tomatoes, Wine"
T02347,2025-01-18,3,"Cereal, Pasta, Tomato Sauce"
T02348,2025-05-11,2,"Eggs, Lettuce"
T02349,2025-05-24,1,Cheese
T02350,2025-03-01,1,Tea
T02351,2025-03-20,6,"Baby Wipes, Diapers, Garlic, Parmesan, Pasta, Tomato Sauce"
T02352,2025-06-13,3,"Bananas, Bread, Butter"
T02353,2025-06-07,1,Tomatoes
T02354,2025-03-08,5,"Chicken Breast, Pasta, Rice, Soda, Tomato Sauce"
T02355,2025-05-18,1,Yogurt
T02356,2025-04-09,4,"Bananas, Cereal, Chicken Breast, Milk"
T02357,2025-05-29,5,"Coffee, Eggs, Milk, Soda, Sugar"
T02358,2025-03-18,2,"Beer, Milk"
T02359,2025-06-13,6,"Eggs, Milk, Pasta, Sugar, Tea, Tomato Sauce"
T02360,2025-04-28,1,Soda
T02361,2025-05-25,2,"Milk, Tea"
T02362,2025-06-25,1,Rice
T02363,2025-01-29,1,Yogurt
T02364,2025-05-23,3,"Butter, Coffee, Milk"
T02365,2025-04-18,3,"Chicken Breast, Lettuce, Rice"
T02366,2025-03-27,5,"Bread, Butter, Eggs, Milk, Yogurt"
T02367,2025-01-05,5,"Bananas, Cereal, Coffee, Milk, Sugar"
T02368,2025-04-25,2,"Apples, Pasta"
T02369,2025-06-26,2,"Chips, Salsa"
T02370,2025-05-17,3,"Chicken Breast, Chips, Rice"
T02371,2025-05-26,2,"Tomato Sauce, Yogurt"
T02372,2025-04-16,3,"Beer, Parmesan, Salsa"
T02373,2025-05-16,2,"Lettuce, Tomato Sauce"
T02374,2025-05-05,5,"Coffee, Milk, Parmesan, Pasta, Sugar"
T02375,2025-05-26,3,"Beer, Pasta, Salsa"
T02376,2025-05-21,1,Cheese
T02377,2025-04-13,3,"Milk, Tea, Yogurt"
T02378,2025-05-15,1,Soda
T02379,2025-06-05,3,"Bananas, Beer, Cheese"
T02380,2025-02-09,7,"Baby Wipes, Bread, Butter, Diapers, Jam, Lettuce, Milk"
T02381,2025-02-28,4,"Apples, Eggs, Lettuce, Milk"
T02382,2025-06-12,3,"Coffee, Sugar, Yogurt"
T02383,2025-06-20,6,"Apples, Bread, Butter, Coffee, Milk, Sugar"
T02384,2025-06-09,3,"Coffee, Diapers, Tomatoes"
T02385,2025-04-05,2,"Coffee, Milk"
T02386,2025-04-25,2,"Bananas, Wine"
T02387,2025-06-16,5,"Apples, Bread, Butter, Cheese, Rice"
T02388,2025-04-14,1,Milk
T02389,2025-06-14,1,Yogurt
T02390,2025-02-27,1,Lettuce
T02391,2025-01-12,1,Cheese
T02392,2025-05-30,3,"Eggs, Garlic, Lettuce"
T02393,2025-02-17,3,"Apples, Chicken Breast, Lettuce"
T02394,2025-05-17,3,"Coffee, Milk, Rice"
T02395,2025-01-20,2,"Eggs, Rice"
T02396,2025-06-26,4,"Chips, Eggs, Salsa, Soda"
T02397,2025-02-19,3,"Eggs, Milk, Tomatoes"
T02398,2025-01-21,2,"Bananas, Cheese"
T02399,2025-06-08,2,"Chips, Salsa"
T02400,2025-05-02,2,"Apples, Coffee"
T02401,2025-03-21,2,"Apples, Sugar"
T02402,2025-03-05,4,"Cereal, Coffee, Sugar, Tomatoes"
T02403,2025-01-11,1,Chips
T02404,2025-06-10,6,"Bread, Butter, Jam, Milk, Tea, Tomatoes"
T02405,2025-04-17,1,Milk
T02406,2025-04-30,3,"Bread, Butter, Milk"
T02407,2025-06-04,4,"Garlic, Milk, Pasta, Tomato Sauce"
T02408,2025-03-14,3,"Beer, Eggs, Rice"
T02409,2025-05-22,1,Milk
T02410,2025-03-03,2,"Bananas, Wine"
T02411,2025-04-27,4,"Coffee, Parmesan, Pasta, Tomato Sauce"
T02412,2025-01-15,7,"Beer, Chips, Coffee, Eggs, Milk, Salsa, Sugar"
T02413,2025-04-15,1,Cheese
T02414,2025-01-01,3,"Bread, Butter, Jam"
T02415,2025-04-25,3,"Baby Wipes, Beer, Diapers"
T02416,2025-03-03,3,"Bread, Butter, Jam"
T02417,2025-06-09,2,"Bananas, Bread"
T02418,2025-06-13,2,"Chips, Salsa"
T02419,2025-04-28,2,"Lettuce, Tea"
T02420,2025-04-11,1,Rice
T02421,2025-02-04,5,"Chips, Milk, Sugar, Tea, Yogurt"
T02422,2025-06-27,2,"Cheese, Jam"
T02423,2025-05-24,1,Tomatoes
T02424,2025-03-31,2,"Apples, Rice"
T02425,2025-02-12,4,"Chips, Coffee, Salsa, Sugar"
T02426,2025-02-05,3,"Cheese, Parmesan, Wine"
T02427,2025-04-14,2,"Beer, Chips"
T02428,2025-02-20,3,"Eggs, Sugar, Tea"
T02429,2025-01-14,1,Tea
T02430,2025-03-04,3,"Apples, Milk, Tea"
T02431,2025-06-24,4,"Lettuce, Sugar, Tea, Yogurt"
T02432,2025-05-17,1,Apples
T02433,2025-02-24,2,"Diapers, Pasta"
T02434,2025-06-10,6,"Baby Wipes, Beer, Coffee, Diapers, Milk, Tea"
T02435,2025-01-02,3,"Bananas, Bread, Lettuce"
T02436,2025-02-18,5,"Beer, Butter, Coffee, Salsa, Yogurt"
T02437,2025-04-12,6,"Baby Wipes, Diapers, Parmesan, Pasta, Tea, Tomato Sauce"
T02438,2025-01-01,2,"Apples, Rice"
T02439,2025-03-17,1,Apples
T02440,2025-06-01,2,"Bread, Rice"
T02441,2025-03-29,2,"Baby Wipes, Diapers"
T02442,2025-01-18,3,"Bananas, Cereal, Milk"
T02443,2025-02-09,2,"Eggs, Wine"
T02444,2025-02-25,1,Eggs
T02445,2025-06-29,5,"Apples, Baby Wipes, Beer, Diapers, Rice"
T02446,2025-06-07,1,Rice
T02447,2025-06-11,1,Milk
T02448,2025-03-18,3,"Coffee, Sugar, Yogurt"
T02449,2025-04-20,2,"Coffee, Sugar"
T02450,2025-01-11,2,"Baby Wipes, Diapers"
T02451,2025-04-14,5,"Cheese, Chicken Breast, Eggs, Rice, Wine"
T02452,2025-05-05,3,"Chicken Breast, Soda, Tomatoes"
T02453,2025-06-08,5,"Apples, Bread, Butter, Cheese, Milk"
T02454,2025-06-01,3,"Baby Wipes, Beer, Diapers"
